,name,website,phone,googlemaps_link,category,zone
198,Espejo Servicios de Limpieza,espejoservicios.com.ar,03514224510,"https://www.google.com/maps/place/Espejo+Servicios+de+Limpieza/@-31.4149331,-64.4781571,11z/data=!4m10!1m2!2m1!1sLimpieza+del+hogar+en+Provincia+Cordoba+centro!3m6!1s0x9432a30adaa495a7:0xdee26e69a1b8f2e0!8m2!3d-31.4142316!4d-64.175959!15sCi5MaW1waWV6YSBkZWwgaG9nYXIgZW4gUHJvdmluY2lhIENvcmRvYmEgY2VudHJvWjAiLmxpbXBpZXphIGRlbCBob2dhciBlbiBwcm92aW5jaWEgY29yZG9iYSBjZW50cm-SARJqYW5pdG9yaWFsX3NlcnZpY2XgAQA!16s%2Fg%2F11fhz6zsnj?entry=ttu",Limpieza del hogar,Provincia Cordoba centro
201,Gala Servicios de limpieza en Córdoba,galaserviciosdelimpieza.com,03513851088,"https://www.google.com/maps/place/Gala+Servicios+de+limpieza+en+C%C3%B3rdoba/@-31.4149331,-64.4781571,11z/data=!4m10!1m2!2m1!1sLimpieza+del+hogar+en+Provincia+Cordoba+centro!3m6!1s0x943299f4b32a3f5b:0xb316939692f8d3bb!8m2!3d-31.3750118!4d-64.213679!15sCi5MaW1waWV6YSBkZWwgaG9nYXIgZW4gUHJvdmluY2lhIENvcmRvYmEgY2VudHJvWjAiLmxpbXBpZXphIGRlbCBob2dhciBlbiBwcm92aW5jaWEgY29yZG9iYSBjZW50cm-SARJqYW5pdG9yaWFsX3NlcnZpY2XgAQA!16s%2Fg%2F11rq9hrg8q?entry=ttu",Limpieza del hogar,Provincia Cordoba centro
203,DISTRIBUIDORA ALBERTO,distribuidoraalberto.com,03514613679,"https://www.google.com/maps/place/DISTRIBUIDORA+ALBERTO/@-31.4149331,-64.4781571,11z/data=!4m10!1m2!2m1!1sLimpieza+del+hogar+en+Provincia+Cordoba+centro!3m6!1s0x9432a3d23b69fc65:0x26b4c807b8697d99!8m2!3d-31.450214!4d-64.2015855!15sCi5MaW1waWV6YSBkZWwgaG9nYXIgZW4gUHJvdmluY2lhIENvcmRvYmEgY2VudHJvkgEWaG91c2VfY2xlYW5pbmdfc2VydmljZeABAA!16s%2Fg%2F11j1j91f25?entry=ttu",Limpieza del hogar,Provincia Cordoba centro
204,Osvaldo R. Marcolini,osvaldomarcolini.com,03514251869,"https://www.google.com/maps/place/Osvaldo+R.+Marcolini/@-31.4149331,-64.4781571,11z/data=!4m10!1m2!2m1!1sLimpieza+del+hogar+en+Provincia+Cordoba+centro!3m6!1s0x94329878518b0a3d:0x5836a186dbf9bdd3!8m2!3d-31.4103488!4d-64.1849567!15sCi5MaW1waWV6YSBkZWwgaG9nYXIgZW4gUHJvdmluY2lhIENvcmRvYmEgY2VudHJvWjAiLmxpbXBpZXphIGRlbCBob2dhciBlbiBwcm92aW5jaWEgY29yZG9iYSBjZW50cm-SAQxtYWNoaW5lX3Nob3CaASNDaFpEU1VoTk1HOW5TMFZKUTBGblNVUkxaM0p1WVdWbkVBReABAA!16s%2Fg%2F1t_h_1zk?entry=ttu",Limpieza del hogar,Provincia Cordoba centro
208,Córdoba Desinfecciones,cbadesinfecciones.com.ar,03514550536,"https://www.google.com/maps/place/C%C3%B3rdoba+Desinfecciones/@-31.4149331,-64.4781571,11z/data=!4m10!1m2!2m1!1sLimpieza+del+hogar+en+Provincia+Cordoba+centro!3m6!1s0x9432a2b15509b7b3:0x8b979b521d2bbf86!8m2!3d-31.4218193!4d-64.1538576!15sCi5MaW1waWV6YSBkZWwgaG9nYXIgZW4gUHJvdmluY2lhIENvcmRvYmEgY2VudHJvkgEUcGVzdF9jb250cm9sX3NlcnZpY2XgAQA!16s%2Fg%2F1tn06ww4?entry=ttu",Limpieza del hogar,Provincia Cordoba centro
211,Dix S.A,dixlimpieza.com,03515560000,"https://www.google.com/maps/place/Dix+S.A/@-31.4149331,-64.4781571,11z/data=!4m10!1m2!2m1!1sLimpieza+del+hogar+en+Provincia+Cordoba+centro!3m6!1s0x94329f5b9e1e9421:0xdfac4d9eb953c3fe!8m2!3d-31.3842544!4d-64.1978607!15sCi5MaW1waWV6YSBkZWwgaG9nYXIgZW4gUHJvdmluY2lhIENvcmRvYmEgY2VudHJvWjAiLmxpbXBpZXphIGRlbCBob2dhciBlbiBwcm92aW5jaWEgY29yZG9iYSBjZW50cm-SAQVzdG9yZZoBJENoZERTVWhOTUc5blMwVkpRMEZuU1VOM2JpMTJhblYzUlJBQuABAA!16s%2Fg%2F1td01k_z?entry=ttu",Limpieza del hogar,Provincia Cordoba centro
223,Corporación Argentina de Limpieza S.A,corpal.com.ar,03514745648,"https://www.google.com/maps/place/Corporaci%C3%B3n+Argentina+de+Limpieza+S.A/@-31.2921745,-64.3394193,12z/data=!4m10!1m2!2m1!1sLimpieza+del+hogar+en+Provincia+Cordoba+residencia+america!3m6!1s0x9432988bf2e0c44f:0xd0edd91c84d4e145!8m2!3d-31.3998402!4d-64.1982898!15sCjpMaW1waWV6YSBkZWwgaG9nYXIgZW4gUHJvdmluY2lhIENvcmRvYmEgcmVzaWRlbmNpYSBhbWVyaWNhkgEQY2xlYW5pbmdfc2VydmljZeABAA!16s%2Fg%2F11c0vll1p9?entry=ttu",Limpieza del hogar,Provincia Cordoba residencia america
226,,megaclean.com.ar,03515890570,"https://www.google.com/maps/place/Mega+Clean/@-31.4138243,-64.3425527,12z/data=!4m11!1m3!2m2!1sLimpieza+del+hogar+en+Provincia+Cordoba+Alto+Alberdi!6e6!3m6!1s0x9432a29953b9302d:0xd50a8dd0c3ae39f1!8m2!3d-31.4065271!4d-64.2080861!15sCjRMaW1waWV6YSBkZWwgaG9nYXIgZW4gUHJvdmluY2lhIENvcmRvYmEgQWx0byBBbGJlcmRpWjYiNGxpbXBpZXphIGRlbCBob2dhciBlbiBwcm92aW5jaWEgY29yZG9iYSBhbHRvIGFsYmVyZGmSAQhjbGVhbmVyc5oBJENoZERTVWhOTUc5blMwVkpRMEZuU1VNMWJFc3pWVFJuUlJBQuABAA!16s%2Fg%2F11c2096nsn?entry=ttu",Limpieza del hogar,Provincia Cordoba Alto Alberdi
248,Sempreco Sa,sempreco.com.ar,03514657799,"https://www.google.com/maps/place/Sempreco+Sa/@-31.4529651,-64.3447706,12z/data=!4m11!1m3!2m2!1sLimpieza+del+hogar+en+Provincia+Cordoba+Alto+Alberdi!6e6!3m6!1s0x9432a272242cdee3:0x275d72b2d57a3ae6!8m2!3d-31.4274096!4d-64.2134268!15sCjRMaW1waWV6YSBkZWwgaG9nYXIgZW4gUHJvdmluY2lhIENvcmRvYmEgQWx0byBBbGJlcmRpkgEQY2xlYW5pbmdfc2VydmljZeABAA!16s%2Fg%2F1td4fn2j?entry=ttu",Limpieza del hogar,Provincia Cordoba Alto Alberdi
253,Smartssa Argentina,smartssa.com.ar,03512842892,"https://www.google.com/maps/place/Smartssa+Argentina/@-31.3987118,-64.3091466,12z/data=!4m11!1m3!2m2!1sLimpieza+del+hogar+en+Provincia+Cordoba+Alto+Alberdi!6e6!3m6!1s0x943299901027973b:0xa02168a3d2cfe904!8m2!3d-31.3477905!4d-64.2385129!15sCjRMaW1waWV6YSBkZWwgaG9nYXIgZW4gUHJvdmluY2lhIENvcmRvYmEgQWx0byBBbGJlcmRpWjYiNGxpbXBpZXphIGRlbCBob2dhciBlbiBwcm92aW5jaWEgY29yZG9iYSBhbHRvIGFsYmVyZGmSARJqYW5pdG9yaWFsX3NlcnZpY2XgAQA!16s%2Fg%2F11mvrwt7ks?entry=ttu",Limpieza del hogar,Provincia Cordoba Alto Alberdi
261,Fresh Tienda de Limpieza Sucursal Alberdi Mayorista,freshlimpieza.com.ar,0351158041626,"https://www.google.com/maps/place/Fresh+Tienda+de+Limpieza+Sucursal+Alberdi+Mayorista/@-31.4422165,-64.3945524,12z/data=!4m11!1m3!2m2!1sLimpieza+del+hogar+en+Provincia+Cordoba+Alto+Alberdi!6e6!3m6!1s0x9432991c508d82eb:0x9e67e277d283d832!8m2!3d-31.4007526!4d-64.2210737!15sCjRMaW1waWV6YSBkZWwgaG9nYXIgZW4gUHJvdmluY2lhIENvcmRvYmEgQWx0byBBbGJlcmRpkgEaY2xlYW5pbmdfcHJvZHVjdHNfc3VwcGxpZXLgAQA!16s%2Fg%2F11px94lsq2?entry=ttu",Limpieza del hogar,Provincia Cordoba Alto Alberdi
289,Crisbet Distribuidor Oficial de Productos Johnson Diversey,crisbet.com.ar,03541422831,"https://www.google.com/maps/place/Crisbet+Distribuidor+Oficial+de+Productos+Johnson+Diversey/@-31.429698,-64.3308556,12z/data=!4m11!1m3!2m2!1sLimpieza+del+hogar+en+Provincia+Cordoba+Alto+Alberdi!6e6!3m6!1s0x942d6619b38604a9:0xdc02c173ffd32ccc!8m2!3d-31.4079262!4d-64.4726863!15sCjRMaW1waWV6YSBkZWwgaG9nYXIgZW4gUHJvdmluY2lhIENvcmRvYmEgQWx0byBBbGJlcmRpWjYiNGxpbXBpZXphIGRlbCBob2dhciBlbiBwcm92aW5jaWEgY29yZG9iYSBhbHRvIGFsYmVyZGmSARBjbGVhbmluZ19zZXJ2aWNlmgEjQ2haRFNVaE5NRzluUzBWSlEwRm5TVU5oZVc5SFFXRm5FQUXgAQA!16s%2Fg%2F1tf9pbwk?entry=ttu",Limpieza del hogar,Provincia Cordoba Alto Alberdi
292,Limpiar,limpiarcba.wixsite.com,03513606282,"https://www.google.com/maps/place/Limpiar/@-31.4207056,-64.3328429,12z/data=!4m11!1m3!2m2!1sLimpieza+del+hogar+en+Provincia+Cordoba+Alto+Alberdi!6e6!3m6!1s0x94329de2498770b7:0xfe509848af67d96c!8m2!3d-31.4207056!4d-64.1886473!15sCjRMaW1waWV6YSBkZWwgaG9nYXIgZW4gUHJvdmluY2lhIENvcmRvYmEgQWx0byBBbGJlcmRpWjYiNGxpbXBpZXphIGRlbCBob2dhciBlbiBwcm92aW5jaWEgY29yZG9iYSBhbHRvIGFsYmVyZGmSARJqYW5pdG9yaWFsX3NlcnZpY2XgAQA!16s%2Fg%2F11h_bmy5_6?entry=ttu",Limpieza del hogar,Provincia Cordoba Alto Alberdi
295,Centro Desinfecciones,centrodesinfeccion.com.ar,03514812323,"https://www.google.com/maps/place/Centro+Desinfecciones/@-31.3625865,-64.3671632,12z/data=!4m11!1m3!2m2!1sLimpieza+del+hogar+en+Provincia+Cordoba+Alto+Alberdi!6e6!3m6!1s0x943298e34eb2dfdb:0x98214605d15545d2!8m2!3d-31.3625865!4d-64.2229676!15sCjRMaW1waWV6YSBkZWwgaG9nYXIgZW4gUHJvdmluY2lhIENvcmRvYmEgQWx0byBBbGJlcmRpkgEUcGVzdF9jb250cm9sX3NlcnZpY2XgAQA!16s%2Fg%2F1tdzs6t6?entry=ttu",Limpieza del hogar,Provincia Cordoba Alto Alberdi
303,MR Servicio de limpieza y mantenimiento,mrlimpiezaymantenimiento.com.ar,03515084094,"https://www.google.com/maps/place/MR+Servicio+de+limpieza+y+mantenimiento/@-31.3634819,-64.3144984,12z/data=!4m11!1m3!2m2!1sLimpieza+del+hogar+en+Provincia+Cordoba+Alto+Alberdi!6e6!3m6!1s0x943299127b893b17:0x6d413e615f9639f!8m2!3d-31.3596373!4d-64.1768579!15sCjRMaW1waWV6YSBkZWwgaG9nYXIgZW4gUHJvdmluY2lhIENvcmRvYmEgQWx0byBBbGJlcmRpkgEWaG91c2VfY2xlYW5pbmdfc2VydmljZeABAA!16s%2Fg%2F11ssj9_06s?entry=ttu",Limpieza del hogar,Provincia Cordoba Alto Alberdi
304,Limpieza Cordoba,limpiezacordoba.com.ar,03512489807,"https://www.google.com/maps/place/Limpieza+Cordoba/@-31.4073168,-64.3554006,12z/data=!4m11!1m3!2m2!1sLimpieza+del+hogar+en+Provincia+Cordoba+Alto+Alberdi!6e6!3m6!1s0x943298909ee7bd33:0x95e28faa7727331c!8m2!3d-31.4073168!4d-64.211205!15sCjRMaW1waWV6YSBkZWwgaG9nYXIgZW4gUHJvdmluY2lhIENvcmRvYmEgQWx0byBBbGJlcmRpkgEIY2xlYW5lcnPgAQA!16s%2Fg%2F11fn0srw8c?entry=ttu",Limpieza del hogar,Provincia Cordoba Alto Alberdi
314,Service Hogar,servicehogarsolar.com.ar,03515207665,"https://www.google.com/maps/place/Service+Hogar/@-31.3961666,-64.3939312,12z/data=!4m11!1m3!2m2!1sLimpieza+del+hogar+en+Provincia+Cordoba+Villa+Cabrera!6e6!3m6!1s0x943282d07f351473:0x7a14438547ec39a!8m2!3d-31.2537761!4d-64.3004239!15sCjVMaW1waWV6YSBkZWwgaG9nYXIgZW4gUHJvdmluY2lhIENvcmRvYmEgVmlsbGEgQ2FicmVyYVo3IjVsaW1waWV6YSBkZWwgaG9nYXIgZW4gcHJvdmluY2lhIGNvcmRvYmEgdmlsbGEgY2FicmVyYZIBH3NvbGFyX2hvdF93YXRlcl9zeXN0ZW1fc3VwcGxpZXLgAQA!16s%2Fg%2F11c5gdg7mf?entry=ttu",Limpieza del hogar,Provincia Cordoba Villa Cabrera
349,Ultraclean,quimicaultraclean.wixsite.com,03541391555,"https://www.google.com/maps/place/Ultraclean/@-31.4368333,-64.6463325,12z/data=!4m11!1m3!2m2!1sLimpieza+del+hogar+en+Provincia+Cordoba+Villa+Cabrera!6e6!3m6!1s0x942d675db7692279:0xbeae3d4af537cca4!8m2!3d-31.4368333!4d-64.5021369!15sCjVMaW1waWV6YSBkZWwgaG9nYXIgZW4gUHJvdmluY2lhIENvcmRvYmEgVmlsbGEgQ2FicmVyYZIBCGNsZWFuZXJz4AEA!16s%2Fg%2F11jp5c1szm?entry=ttu",Limpieza del hogar,Provincia Cordoba Villa Cabrera
364,Fresh Tienda De Limpieza Sucursal San Martin,freshlimpieza.com.ar,03518021428,"https://www.google.com/maps/place/Fresh+Tienda+De+Limpieza+Sucursal+San+Martin/@-31.4478228,-64.9410431,10z/data=!4m10!1m2!2m1!1sLimpieza+del+hogar+en+Provincia+Cordoba+San+martin!3m6!1s0x943298f6718dc399:0xa06ecc6a2aef1e7b!8m2!3d-31.3880581!4d-64.1970775!15sCjJMaW1waWV6YSBkZWwgaG9nYXIgZW4gUHJvdmluY2lhIENvcmRvYmEgU2FuIG1hcnRpbpIBGmNsZWFuaW5nX3Byb2R1Y3RzX3N1cHBsaWVy4AEA!16s%2Fg%2F11fpfvrtvb?entry=ttu",Limpieza del hogar,Provincia Cordoba San martin
366,"Karcher Córdoba Kurt Herramientas- Concesionario oficial: hidrolavadoras, aspiradoras, service.",kurtherramientas.com.ar,03512594831,"https://www.google.com/maps/place/Karcher+C%C3%B3rdoba+Kurt+Herramientas-+Concesionario+oficial:+hidrolavadoras,+aspiradoras,+service./@-31.4478228,-64.9410431,10z/data=!4m10!1m2!2m1!1sLimpieza+del+hogar+en+Provincia+Cordoba+San+martin!3m6!1s0x9432a2972e5665e9:0xb1cc63a1bdc8b0ae!8m2!3d-31.3783009!4d-64.2047217!15sCjJMaW1waWV6YSBkZWwgaG9nYXIgZW4gUHJvdmluY2lhIENvcmRvYmEgU2FuIG1hcnRpbpIBCHRvb2xyb29t4AEA!16s%2Fg%2F11c5svgrvn?entry=ttu",Limpieza del hogar,Provincia Cordoba San martin
371,Empresa de Limpieza ROYAL CLEAN | Servicio Profesional,royalclean.com.ar,03412382501,"https://www.google.com/maps/place/Empresa+de+Limpieza+ROYAL+CLEAN+%7C+Servicio+Profesional/@-32.9447159,-61.2308345,10z/data=!4m10!1m2!2m1!1sLimpieza+del+hogar+en+Provincia+Santa+Fe+Rosario!3m6!1s0x95b7ab078dfa6723:0x72bf28cce87a8253!8m2!3d-32.9396594!4d-60.696905!15sCjBMaW1waWV6YSBkZWwgaG9nYXIgZW4gUHJvdmluY2lhIFNhbnRhIEZlIFJvc2FyaW9aMiIwbGltcGllemEgZGVsIGhvZ2FyIGVuIHByb3ZpbmNpYSBzYW50YSBmZSByb3NhcmlvkgEIY2xlYW5lcnOaASRDaGREU1VoTk1HOW5TMFZKUTBGblNVUjVhbTh0TFhGM1JSQULgAQA!16s%2Fg%2F11c6q6_5m2?entry=ttu",Limpieza del hogar,Provincia Santa Fe Rosario
372,Clean Work Rosario,cleanworkrosario.com,03412720275,"https://www.google.com/maps/place/Clean+Work+Rosario/@-32.9447159,-61.2308345,10z/data=!4m10!1m2!2m1!1sLimpieza+del+hogar+en+Provincia+Santa+Fe+Rosario!3m6!1s0x95b7ab31b63024a1:0x6f3b470df83fe3cc!8m2!3d-32.955549!4d-60.636123!15sCjBMaW1waWV6YSBkZWwgaG9nYXIgZW4gUHJvdmluY2lhIFNhbnRhIEZlIFJvc2FyaW9aMiIwbGltcGllemEgZGVsIGhvZ2FyIGVuIHByb3ZpbmNpYSBzYW50YSBmZSByb3NhcmlvkgEIY2xlYW5lcnOaASRDaGREU1VoTk1HOW5TMFZKUTBGblNVTktOWFEzWkhWUlJSQULgAQA!16s%2Fg%2F11j65h_s1j?entry=ttu",Limpieza del hogar,Provincia Santa Fe Rosario
373,Sh Consultora de Mucamas y Limpieza,sh-servicios.com.ar,03415072916,"https://www.google.com/maps/place/Sh+Consultora+de+Mucamas+y+Limpieza/@-32.9447159,-61.2308345,10z/data=!4m10!1m2!2m1!1sLimpieza+del+hogar+en+Provincia+Santa+Fe+Rosario!3m6!1s0x95b7ab5ff114c4e7:0x376f2d555abfdfb!8m2!3d-32.9461948!4d-60.6782006!15sCjBMaW1waWV6YSBkZWwgaG9nYXIgZW4gUHJvdmluY2lhIFNhbnRhIEZlIFJvc2FyaW-SARZob3VzZV9jbGVhbmluZ19zZXJ2aWNl4AEA!16s%2Fg%2F11b6jbqmkt?entry=ttu",Limpieza del hogar,Provincia Santa Fe Rosario
375,SuperLim,superlim.com.ar,03414397558,"https://www.google.com/maps/place/SuperLim/@-32.9447159,-61.2308345,10z/data=!4m10!1m2!2m1!1sLimpieza+del+hogar+en+Provincia+Santa+Fe+Rosario!3m6!1s0x95b7acb2e8516ea1:0x1e4dd76f39130375!8m2!3d-32.9368716!4d-60.6886326!15sCjBMaW1waWV6YSBkZWwgaG9nYXIgZW4gUHJvdmluY2lhIFNhbnRhIEZlIFJvc2FyaW-SARBjbGVhbmluZ19zZXJ2aWNl4AEA!16s%2Fg%2F11bbrqq9m4?entry=ttu",Limpieza del hogar,Provincia Santa Fe Rosario
376,Magiclimp Rosario - Servicios de limpieza integral,magiclimprosario.com.ar,03413908882,"https://www.google.com/maps/place/Magiclimp+Rosario+-+Servicios+de+limpieza+integral/@-32.9447159,-61.2308345,10z/data=!4m10!1m2!2m1!1sLimpieza+del+hogar+en+Provincia+Santa+Fe+Rosario!3m6!1s0x95b7ab5eaf5d7fab:0xe00ca2ed40ec439a!8m2!3d-32.9540283!4d-60.6319008!15sCjBMaW1waWV6YSBkZWwgaG9nYXIgZW4gUHJvdmluY2lhIFNhbnRhIEZlIFJvc2FyaW9aMiIwbGltcGllemEgZGVsIGhvZ2FyIGVuIHByb3ZpbmNpYSBzYW50YSBmZSByb3NhcmlvkgESamFuaXRvcmlhbF9zZXJ2aWNlmgEkQ2hkRFNVaE5NRzluUzBWSlEwRm5TVVJhYVZveWJuWm5SUkFC4AEA!16s%2Fg%2F11g0zrdt8w?entry=ttu",Limpieza del hogar,Provincia Santa Fe Rosario
380,Beclean Rosario,becleanrosario.com,0341155313234,"https://www.google.com/maps/place/Beclean+Rosario/@-32.9447159,-61.2308345,10z/data=!4m10!1m2!2m1!1sLimpieza+del+hogar+en+Provincia+Santa+Fe+Rosario!3m6!1s0x95b654a8742e6105:0xea40769ba4432879!8m2!3d-32.9202882!4d-60.6851522!15sCjBMaW1waWV6YSBkZWwgaG9nYXIgZW4gUHJvdmluY2lhIFNhbnRhIEZlIFJvc2FyaW9aMiIwbGltcGllemEgZGVsIGhvZ2FyIGVuIHByb3ZpbmNpYSBzYW50YSBmZSByb3NhcmlvkgEXY2FycGV0X2NsZWFuaW5nX3NlcnZpY2WaASRDaGREU1VoTk1HOW5TMFZKUTBGblNVUTFhM00zVG5kblJSQULgAQA!16s%2Fg%2F11g8wnnygy?entry=ttu",Limpieza del hogar,Provincia Santa Fe Rosario
381,S.O.S CLEAN EMPRESA DE LIMPIEZA,soscleanrosario.com.ar,0341155875495,"https://www.google.com/maps/place/S.O.S+CLEAN+EMPRESA+DE+LIMPIEZA/@-32.9447159,-61.2308345,10z/data=!4m10!1m2!2m1!1sLimpieza+del+hogar+en+Provincia+Santa+Fe+Rosario!3m6!1s0x95b7ab1aa236c005:0xd7ec601ec97e41b2!8m2!3d-32.9522093!4d-60.6966395!15sCjBMaW1waWV6YSBkZWwgaG9nYXIgZW4gUHJvdmluY2lhIFNhbnRhIEZlIFJvc2FyaW-SARJqYW5pdG9yaWFsX3NlcnZpY2XgAQA!16s%2Fg%2F11dz27m03n?entry=ttu",Limpieza del hogar,Provincia Santa Fe Rosario
383,Integral Clean,integralclean.com.ar,03412660757,"https://www.google.com/maps/place/Integral+Clean/@-32.9447159,-61.2308345,10z/data=!4m10!1m2!2m1!1sLimpieza+del+hogar+en+Provincia+Santa+Fe+Rosario!3m6!1s0x95b7ab102d24f705:0x93747ae8cca914f2!8m2!3d-32.941961!4d-60.7046091!15sCjBMaW1waWV6YSBkZWwgaG9nYXIgZW4gUHJvdmluY2lhIFNhbnRhIEZlIFJvc2FyaW9aMiIwbGltcGllemEgZGVsIGhvZ2FyIGVuIHByb3ZpbmNpYSBzYW50YSBmZSByb3NhcmlvkgEQY2xlYW5pbmdfc2VydmljZeABAA!16s%2Fg%2F11d_8yp5t9?entry=ttu",Limpieza del hogar,Provincia Santa Fe Rosario
384,Dumar SRL,dumar.com.ar,03414810818,"https://www.google.com/maps/place/Dumar+SRL/@-32.9447159,-61.2308345,10z/data=!4m10!1m2!2m1!1sLimpieza+del+hogar+en+Provincia+Santa+Fe+Rosario!3m6!1s0x95b7abb260c2e5bb:0x181f8e41cdfebd5c!8m2!3d-32.9735786!4d-60.6316631!15sCjBMaW1waWV6YSBkZWwgaG9nYXIgZW4gUHJvdmluY2lhIFNhbnRhIEZlIFJvc2FyaW9aMiIwbGltcGllemEgZGVsIGhvZ2FyIGVuIHByb3ZpbmNpYSBzYW50YSBmZSByb3NhcmlvkgEaY2xlYW5pbmdfcHJvZHVjdHNfc3VwcGxpZXKaASNDaFpEU1VoTk1HOW5TMFZKUTBGblNVUlhPVTV5ZUZsM0VBReABAA!16s%2Fg%2F1tmxxs8r?entry=ttu",Limpieza del hogar,Provincia Santa Fe Rosario
386,Limperio,limperio.com.ar,03412168379,"https://www.google.com/maps/place/Limperio/@-32.9447159,-61.2308345,10z/data=!4m10!1m2!2m1!1sLimpieza+del+hogar+en+Provincia+Santa+Fe+Rosario!3m6!1s0x610df8994d72ec29:0xf5efa34989d35ace!8m2!3d-32.9471996!4d-60.6717589!15sCjBMaW1waWV6YSBkZWwgaG9nYXIgZW4gUHJvdmluY2lhIFNhbnRhIEZlIFJvc2FyaW9aMiIwbGltcGllemEgZGVsIGhvZ2FyIGVuIHByb3ZpbmNpYSBzYW50YSBmZSByb3NhcmlvkgESamFuaXRvcmlhbF9zZXJ2aWNlmgEjQ2haRFNVaE5NRzluUzBWSlEwRm5TVVJYZEdSSFRsVkJFQUXgAQA!16s%2Fg%2F11sms44spl?entry=ttu",Limpieza del hogar,Provincia Santa Fe Rosario
387,HK PROFESIONAL,hkprofesional.com.ar,03414375578,"https://www.google.com/maps/place/HK+PROFESIONAL/@-32.9447159,-61.2308345,10z/data=!4m10!1m2!2m1!1sLimpieza+del+hogar+en+Provincia+Santa+Fe+Rosario!3m6!1s0x95b65355a63fe011:0x7034dc73d9f3543f!8m2!3d-32.9297147!4d-60.6770034!15sCjBMaW1waWV6YSBkZWwgaG9nYXIgZW4gUHJvdmluY2lhIFNhbnRhIEZlIFJvc2FyaW-SARBjbGVhbmluZ19zZXJ2aWNl4AEA!16s%2Fg%2F11b6_n79m_?entry=ttu",Limpieza del hogar,Provincia Santa Fe Rosario
390,Hardward Sa,hardward.com.ar,03414239513,"https://www.google.com/maps/place/Hardward+Sa/@-38.45155,-64.1757779,10z/data=!4m10!1m2!2m1!1sLimpieza+del+hogar+en+Provincia+Santa+Fe+Rosario!3m6!1s0x95b7ab68631121bf:0xda18cfabfec2073a!8m2!3d-38.45155!4d-63.5989957!15sCjBMaW1waWV6YSBkZWwgaG9nYXIgZW4gUHJvdmluY2lhIFNhbnRhIEZlIFJvc2FyaW-SAQhjbGVhbmVyc-ABAA!16s%2Fg%2F11b6gqqg90?entry=ttu",Limpieza del hogar,Provincia Santa Fe Rosario
391,Limpeco - Limpieza y Mantenimiento Rosario,servicioslimpeco.com,03414823585,"https://www.google.com/maps/place/Limpeco+-+Limpieza+y+Mantenimiento+Rosario/@-38.45155,-64.1757779,10z/data=!4m10!1m2!2m1!1sLimpieza+del+hogar+en+Provincia+Santa+Fe+Rosario!3m6!1s0x95b7ab0ddb6fa38b:0x1396736a39ab3130!8m2!3d-32.9570732!4d-60.6465006!15sCjBMaW1waWV6YSBkZWwgaG9nYXIgZW4gUHJvdmluY2lhIFNhbnRhIEZlIFJvc2FyaW-SAQhjbGVhbmVyc-ABAA!16s%2Fg%2F11fxwmgm4s?entry=ttu",Limpieza del hogar,Provincia Santa Fe Rosario
392,Clean Center,clean-center.com.ar,03414520603,"https://www.google.com/maps/place/Clean+Center/@-32.9570732,-61.2232828,10z/data=!4m10!1m2!2m1!1sLimpieza+del+hogar+en+Provincia+Santa+Fe+Rosario!3m6!1s0x95b652dc88633acb:0x385ed0a9188bfbeb!8m2!3d-32.929676!4d-60.7306652!15sCjBMaW1waWV6YSBkZWwgaG9nYXIgZW4gUHJvdmluY2lhIFNhbnRhIEZlIFJvc2FyaW-SARBjbGVhbmluZ19zZXJ2aWNl4AEA!16s%2Fg%2F11bbrltmgw?entry=ttu",Limpieza del hogar,Provincia Santa Fe Rosario
393,SKAYCLEAN,skaycleanrosario.com.ar,03412431597,"https://www.google.com/maps/place/SKAYCLEAN/@-32.9570732,-61.2232828,10z/data=!4m10!1m2!2m1!1sLimpieza+del+hogar+en+Provincia+Santa+Fe+Rosario!3m6!1s0x95b7ab1ea9e23783:0x8664aa6e172e8e57!8m2!3d-32.9469783!4d-60.6339978!15sCjBMaW1waWV6YSBkZWwgaG9nYXIgZW4gUHJvdmluY2lhIFNhbnRhIEZlIFJvc2FyaW-SARBjbGVhbmluZ19zZXJ2aWNl4AEA!16s%2Fg%2F11bbrmb8mz?entry=ttu",Limpieza del hogar,Provincia Santa Fe Rosario
395,Matic Laundry - Lavandería y Tintorería a domicilio en Rosario,maticlaundry.com.ar,03413302033,"https://www.google.com/maps/place/Matic+Laundry+-+Lavander%C3%ADa+y+Tintorer%C3%ADa+a+domicilio+en+Rosario/@-32.9570732,-61.2232828,10z/data=!4m10!1m2!2m1!1sLimpieza+del+hogar+en+Provincia+Santa+Fe+Rosario!3m6!1s0x95b7abb573f9853b:0xe8b337001f0f1181!8m2!3d-32.961023!4d-60.640617!15sCjBMaW1waWV6YSBkZWwgaG9nYXIgZW4gUHJvdmluY2lhIFNhbnRhIEZlIFJvc2FyaW9aMiIwbGltcGllemEgZGVsIGhvZ2FyIGVuIHByb3ZpbmNpYSBzYW50YSBmZSByb3NhcmlvkgEHbGF1bmRyeeABAA!16s%2Fg%2F11g_v6thw7?entry=ttu",Limpieza del hogar,Provincia Santa Fe Rosario
